store_number,citipy_city,reverse_geocoder_city
75187-86540,New Orleans,New Orleans
22647-212964,Westwego,Westwego
18830-191525,New Orleans,New Orleans
11725-105706,Metairie,Metairie
27890-247967,New Orleans,New Orleans
75209-87726,New Orleans,New Orleans
75949-10687,New Orleans,New Orleans
75644-78743,New Orleans,New Orleans
6298-1753,New Orleans,New Orleans
72117-3469,New Orleans,New Orleans
6314-6908,New Orleans,New Orleans
16183-100139,New Orleans,New Orleans
13253-106320,River Ridge,River Ridge
10375-99782,Ruston,Ruston
78073-106971,Bossier City,Red Chute
18029-182674,Bossier City,Bossier City
47251-251624,Bossier City,Bossier City
13854-108469,Bossier City,Bossier City
11513-104301,Bossier City,Bossier City
72637-32280,Bossier City,Bossier City
10271-99778,Bossier City,Bossier City
10961-102868,Slidell,Slidell
8986-95553,Slidell,Slidell
22719-221004,Slidell,Slidell
6395-231544,Slidell,Slidell
21867-108015,Sulphur,Sulphur
10596-101381,Thibodaux,Thibodaux
76680-97544,Abington,Abington
7835-68480,Acton,Acton
7251-545,Amherst Center,Amherst Center
885-1789,Andover,Andover
7205-1788,Arlington,Arlington
7364-1204,Belmont,Belmont
29457-253887,Athol,Athol
7741-16494,Worcester,Auburn
10598-101683,Bedford,Bedford
871-1787,Belmont,Belmont
24092-234969,Belmont,Belmont
7538-13809,Watertown,Watertown
7450-2905,Beverly,Wenham
11848-105625,Beverly,Beverly
8650-20641,Billerica,Billerica
22253-218826,Brookline,Brookline
7544-27387,Boston,Boston
11726-105182,Brookline,Brookline
7201-540,Boston,Boston
7224-541,Brookline,Brookline
7804-58220,Brookline,Brookline
75649-83064,Chelsea,Chelsea
75534-56699,Chelsea,Chelsea
23738-232104,Boston,Boston
870-1784,Boston,Boston
7551-12652,Boston,Boston
7564-15894,Boston,Boston
75363-99541,Brookline,Brookline
28613-249907,Boston,Boston
822-1781,Boston,Boston
76139-93247,Boston,South Boston
72163-8831,Boston,Boston
75808-98096,Chelsea,Chelsea
801-1782,Boston,Boston
72107-5606,Cambridge,Cambridge
22095-156765,Boston,Boston
72111-5607,Brookline,Brookline
7550-8914,Boston,Boston
7805-48459,Boston,Boston
75912-99740,Boston,South Boston
75840-100372,Chelsea,Chelsea
872-1783,Cambridge,Cambridge
75650-83063,Chelsea,Chelsea
862-1932,Boston,Boston
24983-239423,Boston,Boston
7268-833,Boston,Boston
864-1786,Boston,Boston
7234-709,Cambridge,Cambridge
75637-84387,Boston,Boston
869-1785,Boston,Boston
19315-200564,Brookline,Brookline
24097-234964,Brookline,Brookline
7652-15173,Boston,Boston
18666-188204,Boston,Boston
78025-103254,Boston,Boston
17551-176284,Cambridge,Cambridge
49088-266966,Boston,Boston
875-1777,Boston,Boston
70015-115685,Cambridge,Cambridge
7531-11037,Boston,Boston
22802-199167,Brookline,Brookline
22566-214645,Boston,Boston
26288-244248,Boston,Boston
883-1775,Boston,Boston
29072-251350,Boston,Boston
857-1779,Boston,Boston
2767-90300,Brookline,Brookline
9463-96686,Boston,Boston
10599-100736,Boston,Boston
75830-98680,Boston,South Boston
75265-96827,Boston,South Boston
807-194265,Boston,Boston
830-1760,Boston,Boston
7535-11881,Boston,Boston
7377-1648,Boston,Boston
14474-113249,Bourne,Bourne
17923-180344,Braintree,Braintree
9052-151024,Braintree,Braintree
28356-249809,Braintree,Braintree
22816-223204,Braintree,Braintree
7823-78561,Watertown,Watertown
7686-30016,Watertown,Watertown
16439-160205,Brookline,Brookline
7712-58519,Brockton,Brockton
29221-253032,Brockton,Brockton
824-1794,Brookline,Brookline
7336-1207,Brookline,Brookline
7481-6506,Brookline,Brookline
867-1793,Brookline,Brookline
7702-37759,Brookline,Brookline
21214-200073,Burlington,Burlington
28587-249793,Lexington,Lexington
19385-198364,Burlington,Burlington
7279-748,Burlington,Burlington
7102-153944,Cambridge,Cambridge
7436-1835,Boston,Boston
7241-641,Cambridge,Cambridge
861-1795,Cambridge,Cambridge
11684-105257,Cambridge,Cambridge
7338-543,Cambridge,Cambridge
28232-250138,Boston,Boston
810-1796,Cambridge,Cambridge
8873-95110,Arlington,Arlington
24098-234966,Belmont,Belmont
8742-93728,Cambridge,Cambridge
827-1797,Cambridge,Cambridge
72208-20079,Cambridge,Cambridge
7639-10915,Canton,Canton
7658-37800,Chelmsford,Chelmsford
17019-173004,Chelsea,Chelsea
24100-234968,Newton,Newton
29474-246890,Newton,Newton
811-198265,Newton,Newton
8808-95182,Chicopee,North Chicopee
7885-85121,Norwell,North Scituate
816-1799,Concord,Concord
23935-234365,Peabody,Peabody
9523-97319,Dedham,Dedham
28677-250156,Dedham,Dedham
24099-234967,Milton,Milton
72417-3348,Chelsea,Chelsea
14138-114271,Revere,Revere
10202-99928,East Longmeadow,East Longmeadow
76781-108127,Easton,Easton
15208-156772,Everett,Everett
7418-1440,Falmouth,Teaticket
47241-256529,Framingham,Framingham Center
15209-156776,Framingham,Framingham
7218-619,Framingham,Framingham
7399-1591,Framingham,Framingham Center
21680-101811,Franklin,Franklin
23927-220605,Franklin,Franklin
22118-217844,Amherst Center,Amherst Center
5104-141545,Hanover,Hanover
11630-104339,Hanover,Hanover
73778-97542,Harwich,East Harwich
76864-117425,Haverhill,Haverhill
11182-103899,Plaistow,Plaistow
7328-1206,Hingham,Hingham
10377-100417,Rockland,Rockland
11128-103913,Chicopee,Chicopee
27539-243604,Chicopee,Chicopee
28602-249856,Chicopee,Chicopee
20122-199786,Hopkinton,Hopkinton
17755-174589,Hopkinton,Hopkinton
15703-104185,Yarmouth,Hyannis
28621-249913,Yarmouth,Hyannis
27537-243410,Kingston,North Plymouth
76550-98561,Pittsfield,Lanesborough
8956-95480,Leominster,Leominster
76403-93246,Leominster,Leominster
866-1800,Lexington,Lexington
7553-14490,Lexington,Lexington
23424-230204,Westford,Littleton Common
7400-1205,Longmeadow,Longmeadow
14996-138773,Lowell,Lowell
5107-146005,Lowell,Lowell
20795-181444,Lowell,Lowell
26040-243285,Ludlow,Ludlow
47423-256527,Ludlow,Ludlow
47243-256546,Ludlow,Ludlow
24484-238005,Lynn,Lynn
17087-170524,Lynnfield,Lynnfield
7522-11961,Marblehead,Marblehead
7831-78980,Marlborough,Marlborough
19913-202864,Northborough,Berlin
28671-250134,Northborough,Berlin
10274-100438,Northborough,Berlin
845-1801,Marlborough,Marlborough
15149-156768,Marlborough,Marlborough
7602-20639,Marshfield,Marshfield Hills
7250-760,Mashpee,Mashpee
73958-137652,Mashpee,Mashpee
19830-196606,Medfield,Medfield
7283-702,Medford,Medford
8988-95482,Somerville,Somerville
8958-95113,Medway,Medway
7258-600,Melrose,Melrose
76855-111566,Lawrence,Lawrence
7570-16295,Lawrence,Lawrence
19915-202827,Milford,Milford
7565-11135,Milton,Milton
28588-249791,Framingham,Cochituate
874-100011,Framingham,Cochituate
21147-206144,Natick,Cochituate
16092-160565,Natick,Natick
7227-542,Needham,Needham
7329-1266,Newburyport,Newburyport
7270-614,Newton,Newton
10155-99929,Watertown,Watertown
7797-71120,Wellesley,Wellesley
8741-93727,Newton,Newton
7384-1592,Newton,Newton
7773-45760,Andover,Andover
28321-250036,Valley Falls,Plainville
27813-246889,Valley Falls,Plainville
19916-202826,Valley Falls,Valley Falls
27533-247984,New Bedford,Smith Mills
76700-96834,New Bedford,Smith Mills
19845-198224,North Reading,North Reading
878-2006,Northampton,Northampton
4730-138778,Northampton,Northampton
16899-169785,Northborough,Northborough
3433-93669,Norwood,Norwood
4193-137710,Brewster,Orleans
833-2032,Peabody,Peabody
28441-249816,Salem,Salem
2765-92704,Peabody,Peabody
29501-252014,Pittsfield,Dalton
3434-93573,Pittsfield,Dalton
76314-90421,Wrentham,Plainville
11849-104257,Plymouth,North Plymouth
5022-101801,Plymouth,Plymouth
70090-125107,Quincy,Quincy
7992-95861,Quincy,Quincy
7772-66123,Reading,Reading
9269-96182,Reading,Reading
76315-90423,Revere,Revere
7356-1327,Salem,Salem
25848-232710,Salem,Salem
13978-114727,Saugus,Saugus
7269-642,Saugus,Saugus
27525-244210,Seekonk,Seekonk
7692-45739,Seekonk,Seekonk
22110-212351,Shrewsbury,Shrewsbury
2764-91103,Somerville,Somerville
19383-196604,Somerville,Somerville
7502-8325,Medford,Medford
16917-162930,Somerville,Somerville
28796-251149,Boston,South Boston
16764-160204,Boston,South Boston
880-2009,Brookline,Jamaica Plain
73943-98784,Dennis,South Dennis
2950-93382,Southborough,Southborough
9985-99242,Springfield,Springfield
76965-136618,Randolph,Randolph
7301-1001,Sudbury,Sudbury
28505-250707,Sutton,Sutton
25609-239096,Sutton,Sutton
802-2043,Swampscott,Swampscott
15780-156769,Swansea,Swansea
7726-45399,Taunton,Taunton
15819-163004,Taunton,Taunton
835-2031,Newton,Newton
10378-100735,Walpole,Walpole
23761-166164,Waltham,Waltham
20891-200044,Waltham,Waltham
76837-98029,Wareham,West Wareham
7382-1553,Watertown,Watertown
3773-129826,Watertown,Watertown
7314-1045,Natick,Cochituate
19256-195070,Webster,Webster
10962-103184,Wellesley,Wellesley
868-2003,Wellesley,Wellesley
7808-66124,Brookline,Jamaica Plain
73864-124944,Westborough,Westborough
15679-156774,Westborough,Westborough
7742-63399,Westborough,Westborough
9834-98594,Westfield,Westfield
9913-98595,Westford,Westford
7228-557,Westwood,Westwood
24730-220989,Norwood,Westwood
22915-226044,Dedham,Dedham
7374-762,Holbrook,Holbrook
11757-104252,Wilmington,Wilmington
23501-214246,Wilmington,Wilmington
876-2005,Winchester,Winchester
9984-98936,Woburn,Woburn
15489-156767,Woburn,Woburn
7812-76680,Woburn,Woburn
7862-83020,Worcester,Worcester
19912-202865,Worcester,Hamilton
9986-99241,Worcester,Worcester
14363-116924,Joppatowne,Joppatowne
76135-88984,Joppatowne,Joppatowne
2829-91070,Fort Washington,Accokeek
75346-100076,Forestville,Morningside
10963-102726,Parole,Parole
7707-44980,Parole,Parole
74294-77463,Parole,Parole
74180-17923,Parole,Parole
75944-95982,Annapolis,Annapolis
76946-136668,Parole,Parole
28438-249799,Parole,Parole
708-1115,Parole,Parole
14291-119664,Parole,Parole
748-581,Annapolis,Annapolis
70336-142244,Arnold,Arnold
20625-206744,Baltimore,Baltimore
72219-25328,Baltimore,Baltimore
11685-105197,Baltimore,Baltimore
27684-248006,Ferndale,Linthicum
21409-178825,Baltimore,Baltimore
16798-159608,Baltimore,Baltimore
3569-145464,Towson,Towson
746-590,Towson,Lutherville
731-974,Towson,Towson
74124-17924,Baltimore,Baltimore
7871-63960,Towson,Towson
11515-104639,Baltimore,Baltimore
47113-256345,Baltimore,Baltimore
11129-103462,Towson,Towson
76404-95665,Middle River,Middle River
7870-81142,Rossville,White Marsh
27683-248007,Ferndale,Linthicum
29772-255206,Baltimore,Baltimore
7908-81173,Baltimore,Baltimore
740-975,Pikesville,Pikesville
11686-104683,Pikesville,Pikesville
22470-215324,Dundalk,Dundalk
7556-7519,Perry Hall,Perry Hall
9987-83720,Baltimore,Baltimore
16345-160144,Baltimore,Baltimore
9496-93653,Baltimore,Baltimore
79723-104112,Baltimore,Baltimore
11051-238088,Baltimore,Baltimore
75854-101335,Ferndale,Ferndale
27873-248975,Baltimore,Baltimore
76919-128684,Calverton,Baltimore
75853-100355,Ferndale,Ferndale
3502-136630,Arbutus,Charlestown
2769-75140,Joppatowne,South Bel Air
22914-225805,Joppatowne,Bel Air
76350-88985,Joppatowne,Bel Air
7249-701,Joppatowne,Bel Air
29454-253890,Beltsville,Beltsville
7516-5142,Bethesda,Bethesda
7817-76182,Bethesda,Bethesda
19586-194447,North Bethesda,North Bethesda
703-1111,Bethesda,Somerset
4175-99565,Bethesda,Bethesda
7615-25448,Bethesda,Brookmont
747-578,North Bethesda,North Bethesda
743-576,Bethesda,Bethesda
47764-259344,Bethesda,Bethesda
74274-67203,Mitchellville,Bowie
7312-958,Crofton,Bowie
76591-90964,Glenn Dale,Springdale
76379-97062,Mitchellville,Bowie
28391-250147,Mitchellville,Bowie
79696-97712,Glenn Dale,Glenn Dale
47890-259871,Bowie,Bowie
7666-13729,Mitchellville,Bowie
76956-136669,Waldorf,Brandywine
3511-144544,Waldorf,Brandywine
7437-3071,Fairland,Burtonsville
7778-52680,Lexington Park,California
74232-53620,Carney,Carney
13762-106968,Catonsville,Catonsville
74699-82311,Annapolis,Chester
7764-61020,Bethesda,Friendship Village
7231-580,Bethesda,South Kensington
26094-223265,Germantown,Clarksburg
21287-208886,Germantown,Clarksburg
79367-75701,Hillcrest Heights,Highland
10601-63680,Clinton,Clinton
13807-108604,Cockeysville,Cockeysville
21176-209725,Cockeysville,Timonium
7517-8689,Beltsville,Beltsville
9524-96169,College Park,College Park
75357-100039,Columbia,Columbia
7643-16555,Columbia,Columbia
10641-95777,North Laurel,Savage
76256-95151,Columbia,Columbia
74191-17926,Columbia,Riverside
73917-105491,North Laurel,Riverside
7648-163625,Columbia,Columbia
3975-146704,Damascus,Damascus
79350-98317,North Potomac,Darnestown
8764-79205,Rosaryville,Dunkirk Town Center
74104-18076,Rosaryville,Dunkirk Town Center
79425-98315,Easton,Easton
29840-255325,Easton,Easton
76884-110744,Easton,Easton
74860-98226,Parole,Londontowne
8714-79183,Parole,Londontowne
24843-237494,Eldersburg,Eldersburg
74387-119304,Eldersburg,Eldersburg
16053-162785,Eldersburg,Eldersburg
79358-98288,Ellicott City,Ilchester
76127-90960,Ellicott City,Ellicott City
13809-238093,Columbia,Columbia
74136-17919,Columbia,Columbia
74137-17916,Columbia,Columbia
7714-17295,Ellicott City,Ellicott City
7372-1385,Forestville,Forestville
76280-90371,Forestville,District Heights
22988-217245,Odenton,Fort Meade
74358-82343,Fort Washington,Fort Washington
73721-107953,Green Valley,Urbana
7744-54120,Frederick,Ballenger Creek
7834-60479,Frederick,Frederick
7618-32060,Frederick,Frederick
13690-107820,Frederick,Frederick
8836-79204,Frederick,Walkersville
24826-235225,Cumberland,Frostburg
15772-155730,Gaithersburg,Gaithersburg
7402-1558,Gaithersburg,Gaithersburg
732-976,North Potomac,North Potomac
7401-1574,Gaithersburg,Gaithersburg
8743-82120,Gaithersburg,North Potomac
7598-5141,Gaithersburg,Gaithersburg
74244-66840,Montgomery Village,Montgomery Village
19878-113788,Gaithersburg,Gaithersburg
7480-8691,Redland,Redland
9796-93581,Gaithersburg,Gaithersburg
74154-28307,Crofton,Gambrills
17244-162784,Crofton,Crofton
16892-169164,Crofton,Gambrills
7607-19960,Germantown,Germantown
10964-81202,Germantown,Germantown
76257-95152,Germantown,Germantown
74116-25288,Germantown,Germantown
7634-32219,Germantown,Germantown
7330-1224,South Gate,South Gate
10780-102728,Brooklyn Park,Brooklyn Park
76278-90961,Glen Burnie,Ferndale
76644-97429,South Gate,South Gate
15490-155732,College Park,Berwyn Heights
7365-1289,Greenbelt,Greenbelt
74148-18056,Greenbelt,Greenbelt
13293-106797,Hagerstown,Maugansville
28027-249207,Hagerstown,Fountainhead-Orchard Hills
25331-237509,Hagerstown,Halfway
22913-225806,Hagerstown,Halfway
14167-110225,Severn,Jessup
74447-95256,Severn,Fort Meade
8713-93067,Severn,Severn
7600-23788,Severn,Severn
24475-238084,Severn,Fort Meade
28425-250166,Severn,Hanover
76279-91021,Chillum,Chillum
28718-250644,Hyattsville,University Park
7527-12395,Hyattsville,University Park
11964-105670,Columbia,Jessup
28721-241044,Camp Springs,Andrews Afb
79722-121146,North Bethesda,Kensington
19853-202204,Aspen Hill,North Kensington
76785-96782,La Plata,La Plata
13622-107114,La Plata,La Plata
74470-96209,La Plata,La Plata
11688-95628,Glenn Dale,Seabrook
7816-76523,Largo,Largo
76427-95672,Largo,Largo
24362-230631,Laurel,Laurel
7257-662,Laurel,Laurel
76543-95664,Laurel,Maryland City
9836-93652,South Laurel,South Laurel
14168-113346,Elkridge,Linthicum
11631-79201,Lexington Park,Chesapeake Ranch Estates
79709-126864,Frederick,Middletown
11965-105196,Mount Airy,Mount Airy
74249-67201,Mount Airy,Mount Airy
47799-241316,Alexandria,Forest Heights
21508-210084,Friendly,Oxon Hill
14526-123746,New Carrollton,Lanham
16990-166425,North Bethesda,North Bethesda
11050-103460,Perry Hall,Perry Hall
2871-92934,Georgetown,West Ocean City
47117-253886,Georgetown,Ocean City
28026-249248,Odenton,Odenton
9835-94779,Olney,Olney
15636-152208,Olney,Olney
7311-1081,Olney,Olney
16603-80537,Olney,Olney
7694-31639,Owings Mills,Garrison
74173-28937,Owings Mills,Owings Mills
733-587,Owings Mills,Owings Mills
24494-238079,Alexandria,Alexandria
74194-41082,Perry Hall,Perry Hall
74128-27208,Cockeysville,Hunt Valley
705-1113,Potomac,Potomac
7347-774,North Bethesda,North Bethesda
74419-88520,Lexington Park,Prince Frederick
7869-77686,Rosaryville,Prince Frederick
7453-5140,Rockville,Rockville
7821-46299,Rockville,Derwood
7290-809,North Bethesda,North Bethesda
10240-95774,Rockville,Rockville
709-2007,North Bethesda,North Bethesda
74138-25287,Aspen Hill,Aspen Hill
7593-19240,North Bethesda,North Bethesda
74164-32164,Rockville,Derwood
74334-83260,Rockville,Derwood
7628-25468,Rockville,Rockville
73960-116686,North Bethesda,North Bethesda
27174-246564,North Bethesda,North Bethesda
8835-94787,Salisbury,Delmar
17797-175344,Salisbury,Fruitland
74152-26768,Pasadena,Arden On The Severn
12480-151424,Severna Park,Severna Park
72732-66500,Severna Park,Severna Park
11184-104244,Aspen Hill,Layhill
7319-956,Silver Spring,Silver Spring
7914-78520,Silver Spring,Silver Spring
7619-17794,White Oak,Four Corners
73801-96500,Silver Spring,Silver Spring
3938-145347,Aspen Hill,Glenmont
11130-101581,Hillandale,Hillandale
74172-34959,Colesville,Cloverly
19570-195764,Silver Spring,Silver Spring
9356-95632,White Oak,White Oak
7868-81640,Fairland,Calverton
2986-57420,Langley Park,Langley Park
744-589,Mays Chapel,Timonium
8989-94176,Cockeysville,Cockeysville
28147-250304,Mays Chapel,Timonium
7825-75420,Towson,Towson
7873-77521,Towson,Towson
28295-249795,Towson,Towson
8018-149607,Towson,Towson
7562-14710,Towson,Towson
2858-63679,Towson,Towson
75347-101321,Towson,Towson
76966-108018,Towson,Towson
22984-226724,Rosaryville,Marlton
20272-203026,Green Valley,Urbana
2770-52683,Waldorf,Waldorf
74719-94460,Waldorf,Waldorf
22182-217744,Waldorf,Waldorf
74222-53659,Saint Charles,Saint Charles
76378-97060,Waldorf,Waldorf
76724-101396,Westminster,Westminster
14111-241751,Westminster,Westminster
74211-17927,Westminster,Westminster
21465-210824,Aspen Hill,Wheaton
28662-250049,Aspen Hill,Wheaton
20142-186047,Aspen Hill,Wheaton
7906-86021,Aspen Hill,Wheaton
11916-106246,Middle River,White Marsh
9709-98003,Auburn,Auburn
25782-238004,Augusta,Augusta
76877-122186,Augusta,Augusta
76191-90420,Brewer,Veazie
9270-96046,Brewer,Veazie
27816-246888,Brewer,Brewer
76681-97524,Biddeford,Biddeford
8837-95312,Brunswick,Brunswick
11267-103523,Falmouth,Falmouth
7549-13807,Freeport,Freeport
75861-101586,Kennebunk,Kennebunk
75860-101587,Kennebunk,Kennebunk
7907-82183,Kittery,Kittery
21793-209105,Scarborough,South Portland Gardens
2830-92922,Portland,Portland
11917-105248,Portland,Portland
7408-1269,Portland,Portland
19384-196605,Portland,Portland
7433-2484,Portland,Portland
16156-167725,Portland,South Portland Gardens
7916-87700,Saco,Saco
21266-199788,Scarborough,Scarborough
27548-237375,Westbrook,South Portland Gardens
7850-75462,Westbrook,South Portland Gardens
28598-249851,Scarborough,South Portland Gardens
7434-1270,Scarborough,South Portland Gardens
76551-98098,Topsham,Topsham
9299-96183,Topsham,Topsham
9837-97946,Waterville,Waterville
70036-105897,Gardiner,Randolph
14733-121906,Adrian,Adrian
9435-96179,Allen Park,Allen Park
76489-96277,Allen Park,Allen Park
25718-108422,Jenison,Allendale
19228-186545,Jenison,Allendale
29348-252925,Alma,Alma
76576-99389,Ann Arbor,Ann Arbor
11966-104629,Ypsilanti,Ypsilanti
28519-249824,Ann Arbor,Ann Arbor
20208-201324,Ann Arbor,Ann Arbor
2482-27691,Ann Arbor,Ann Arbor
22170-210265,Ann Arbor,Ann Arbor
72802-74131,Ann Arbor,Ann Arbor
72810-74347,Ann Arbor,Ann Arbor
2359-1328,Ann Arbor,Ann Arbor
23127-222664,Ann Arbor,Dexter
15010-179064,Ann Arbor,Ann Arbor
2342-93979,Ann Arbor,Ann Arbor
8793-72985,Ann Arbor,Ann Arbor
2438-17888,Ann Arbor,Ann Arbor
18954-194328,Ann Arbor,Ypsilanti
28320-250029,Pontiac,Pontiac
22717-216884,Pontiac,Pontiac
18953-194329,Auburn Hills,Auburn Hills
10742-97942,Battle Creek,Lakeview
78014-103019,Battle Creek,Battle Creek
23156-222525,Bay City,Bay City
23882-231808,Romulus,Belleville
